BuchungsID;Personalnr;Kursnr;Kurstitel;Buchungsdatum;Kursbeginn;Kursende;Status;Stunden;Kosten;Feedback
250872;110;K-002;Arbeitsschutz-Unterweisung;15.01.2025;10.03.2025;10.03.2025;abgeschlossen;2;0,00 €;3
251076;135;K-001;Datenschutz-Grundlagen;15.01.2025;22.01.2025;22.01.2025;teilgenommen;1;0,00 €;4
251214;150;K-302;CNC-Programmierung;15.01.2025;04.02.2025;06.02.2025;No-Show;0;1.430,58 €;
251724;212;K-001;Datenschutz-Grundlagen;15.01.2025;25.02.2025;25.02.2025;Abgeschlossen;1;0,00 €;3
251773;218;K-001;Datenschutz-Grundlagen;15.01.2025;11.02.2025;11.02.2025;abgeschlossen;1;0,00 €;3
251893;233;K-003;Verhaltenskodex & Compliance;15.01.2025;25.02.2025;25.02.2025;abgeschlossen;1;0,00 €;4
252242;280;K-001;Datenschutz-Grundlagen;15.01.2025;28.02.2025;28.02.2025;abgeschlossen;1;0,00 €;4
252857;360;K-003;Verhaltenskodex & Compliance;15.01.2025;13.02.2025;13.02.2025;abgeschlossen;1;0,00 €;4
250782;99;K-003;Verhaltenskodex & Compliance;16.01.2025;29.01.2025;29.01.2025;abgeschlossen;1;0,00 €;4
251167;145;K-202;Konfliktgespräche führen;16.01.2025;14.02.2025;14.02.2025;storniert;0;342,44 €;
251739;213;K-304;Qualitätsmanagement ISO 9001;16.01.2025;13.03.2025;14.03.2025;Storniert;0;0,00 €;
252155;268;K-304;Qualitätsmanagement ISO 9001;16.01.2025;17.03.2025;18.03.2025;abgeschlossen;12;803,85 €;3
250469;59;K-003;Verhaltenskodex & Compliance;17.01.2025;20.02.2025;20.02.2025;abgeschlossen;1;0,00 €;3
250509;65;K-002;Arbeitsschutz-Unterweisung;17.01.2025;14.03.2025;14.03.2025;ABGESCHLOSSEN ;2;0,00 €;4
251300;161;K-002;Arbeitsschutz-Unterweisung;17.01.2025;05.03.2025;05.03.2025;ABGESCHLOSSEN ;2;0,00 €;4
251474;183;K-002;Arbeitsschutz-Unterweisung;17.01.2025;05.03.2025;05.03.2025;abgeschlossen;2;0,00 €;4
250014;2;K-003;Verhaltenskodex & Compliance;18.01.2025;20.02.2025;20.02.2025;abgeschlossen;1;0,00 €;
250216;27;K-106;SAP S/4 Anwendertraining;18.01.2025;28.02.2025;28.02.2025;abgeschlossen;8;0,00 €;4
250503;64;K-002;Arbeitsschutz-Unterweisung;18.01.2025;13.03.2025;13.03.2025;abgeschlossen;2;0,00 €;3
250763;97;K-003;Verhaltenskodex & Compliance;18.01.2025;17.03.2025;17.03.2025;ABGESCHLOSSEN ;1;0,00 €;
250983;124;K-302;CNC-Programmierung;18.01.2025;05.03.2025;07.03.2025;abgeschlossen;24;1.327,44 €;4
251236;152;K-402;Erste Hilfe;18.01.2025;13.02.2025;13.02.2025;abgeschlossen;9;63,17 €;
251801;221;K-304;Qualitätsmanagement ISO 9001;18.01.2025;25.02.2025;26.02.2025;abgeschlossen;12;808,86 €;
252306;288;K-001;Datenschutz-Grundlagen;18.01.2025;17.03.2025;17.03.2025;teilgenommen;1;0,00 €;4
252900;364;K-305;Projektmanagement Basis;18.01.2025;06.03.2025;07.03.2025;teilgenommen;16;992,74 €;
250666;85;K-003;Verhaltenskodex & Compliance;19.01.2025;31.01.2025;31.01.2025;abgeschlossen;1;0,00 €;4
250760;97;K-002;Arbeitsschutz-Unterweisung;19.01.2025;19.03.2025;19.03.2025;teilgenommen;2;0,00 €;2
251553;192;K-002;Arbeitsschutz-Unterweisung;19.01.2025;18.03.2025;18.03.2025;abgeschlossen;2;0,00 €;4
252018;249;K-102;Power BI Grundlagen;19.01.2025;10.02.2025;11.02.2025;abgeschlossen;16;912,39 €;
252572;323;K-001;Datenschutz-Grundlagen;19.01.2025;28.01.2025;28.01.2025;abgeschlossen;1;0,00 €;4
252742;345;K-001;Datenschutz-Grundlagen;19.01.2025;11.03.2025;11.03.2025;abgeschlossen;1;0,00 €;3
250087;11;K-402;Erste Hilfe;20.01.2025;05.03.2025;05.03.2025;abgeschlossen;9;65,75 €;5
250325;42;K-003;Verhaltenskodex & Compliance;20.01.2025;12.03.2025;12.03.2025;ABGESCHLOSSEN ;1;0,00 €;5
250455;56;K-003;Verhaltenskodex & Compliance;20.01.2025;10.02.2025;10.02.2025;teilgenommen;1;0,00 €;3
251265;156;K-001;Datenschutz-Grundlagen;20.01.2025;21.03.2025;21.03.2025;abgeschlossen;1;0,00 €;3
252307;288;K-002;Arbeitsschutz-Unterweisung;20.01.2025;04.02.2025;04.02.2025;abgeschlossen;2;0,00 €;
250072;10;K-002;Arbeitsschutz-Unterweisung;21.01.2025;27.02.2025;27.02.2025;abgeschlossen;2;0,00 €;4
250553;70;K-303;Schweißtechnik Auffrischung;21.01.2025;06.02.2025;07.02.2025;abgeschlossen;16;762,41 €;4
252045;253;K-002;Arbeitsschutz-Unterweisung;21.01.2025;18.03.2025;18.03.2025;abgeschlossen;2;0,00 €;
253176;397;K-001;Datenschutz-Grundlagen;21.01.2025;20.02.2025;20.02.2025;abgeschlossen;1;0,00 €;5
250348;44;K-302;CNC-Programmierung;22.01.2025;06.03.2025;08.03.2025;abgeschlossen;24;1.437,47 €;
250697;88;K-003;Verhaltenskodex & Compliance;22.01.2025;25.02.2025;25.02.2025;teilgenommen;1;0,00 €;4
251036;130;K-304;Qualitätsmanagement ISO 9001;22.01.2025;20.03.2025;21.03.2025;abgeschlossen;12;830,92 €;4
252220;277;K-001;Datenschutz-Grundlagen;22.01.2025;13.02.2025;13.02.2025;abgeschlossen;1;0,00 €;5
252283;284;K-003;Verhaltenskodex & Compliance;22.01.2025;11.02.2025;11.02.2025;abgeschlossen;1;0,00 €;3
250326;42;K-502;Deutsch am Arbeitsplatz;23.01.2025;25.02.2025;26.02.2025;abgeschlossen;20;366,45 €;
251002;127;K-001;Datenschutz-Grundlagen;23.01.2025;07.02.2025;07.02.2025;abgeschlossen;1;0,00 €;
252982;373;K-001;Datenschutz-Grundlagen;23.01.2025;20.02.2025;20.02.2025;abgeschlossen;1;0,00 €;3
250827;105;K-003;Verhaltenskodex & Compliance;24.01.2025;27.02.2025;27.02.2025;abgeschlossen;1;0,00 €;5
251088;136;K-001;Datenschutz-Grundlagen;24.01.2025;11.02.2025;11.02.2025;ABGESCHLOSSEN ;1;0,00 €;3
251587;197;K-001;Datenschutz-Grundlagen;24.01.2025;12.03.2025;12.03.2025;storniert ;0;0,00 €;
250229;29;K-003;Verhaltenskodex & Compliance;25.01.2025;10.02.2025;10.02.2025;abgeschlossen;1;0,00 €;2
250755;96;K-003;Verhaltenskodex & Compliance;25.01.2025;12.03.2025;12.03.2025;teilgenommen;1;0,00 €;
251958;243;K-003;Verhaltenskodex & Compliance;25.01.2025;26.02.2025;26.02.2025;Abgeschlossen;1;0,00 €;2
252093;259;K-102;Power BI Grundlagen;25.01.2025;05.03.2025;06.03.2025;abgeschlossen;16;887,32 €;4
252456;306;K-002;Arbeitsschutz-Unterweisung;25.01.2025;07.03.2025;07.03.2025;abgeschlossen;2;0,00 €;
250020;3;K-002;Arbeitsschutz-Unterweisung;26.01.2025;19.02.2025;19.02.2025;abgeschlossen;2;0,00 €;4
250100;13;K-002;Arbeitsschutz-Unterweisung;26.01.2025;10.03.2025;10.03.2025;abgeschlossen;2;0,00 €;3
250272;35;K-303;Schweißtechnik Auffrischung;26.01.2025;05.02.2025;06.02.2025;abgeschlossen;16;754,55 €;5
250614;79;K-301;Lean Production;26.01.2025;21.02.2025;22.02.2025;abgeschlossen;16;939,58 €;
250690;87;K-402;Erste Hilfe;26.01.2025;06.02.2025;06.02.2025;No-Show;0;61,83 €;
250972;123;K-002;Arbeitsschutz-Unterweisung;26.01.2025;11.02.2025;11.02.2025;abgeschlossen;2;0,00 €;4
251079;135;K-002;Arbeitsschutz-Unterweisung;26.01.2025;19.03.2025;19.03.2025;abgeschlossen;2;0,00 €;3
252181;272;K-001;Datenschutz-Grundlagen;26.01.2025;20.02.2025;20.02.2025;abgeschlossen;1;0,00 €;4
252186;272;K-003;Verhaltenskodex & Compliance;26.01.2025;12.03.2025;12.03.2025;abgeschlossen;1;0,00 €;
252712;340;K-003;Verhaltenskodex & Compliance;26.01.2025;04.02.2025;04.02.2025;abgeschlossen;1;0,00 €;5
250384;49;K-003;Verhaltenskodex & Compliance;27.01.2025;04.03.2025;04.03.2025;abgeschlossen;1;0,00 €;4
252258;282;K-003;Verhaltenskodex & Compliance;27.01.2025;11.03.2025;11.03.2025;abgeschlossen;1;0,00 €;3
252869;362;K-001;Datenschutz-Grundlagen;27.01.2025;07.02.2025;07.02.2025;abgeschlossen;1;0,00 €;4
251853;228;K-002;Arbeitsschutz-Unterweisung;28.01.2025;25.03.2025;25.03.2025;abgeschlossen;2;0,00 €;
252971;372;K-001;Datenschutz-Grundlagen;28.01.2025;25.03.2025;25.03.2025;abgeschlossen;1;0,00 €;3
250131;17;K-003;Verhaltenskodex & Compliance;29.01.2025;05.02.2025;05.02.2025;ABGESCHLOSSEN ;1;0,00 €;4
250895;113;K-002;Arbeitsschutz-Unterweisung;29.01.2025;26.03.2025;26.03.2025;abgeschlossen;2;0,00 €;
251345;166;K-401;Staplerschein;29.01.2025;20.02.2025;21.02.2025;abgeschlossen;16;400,23 €;5
252623;328;K-001;Datenschutz-Grundlagen;29.01.2025;28.02.2025;28.02.2025;abgeschlossen;1;0,00 €;4
250394;50;K-002;Arbeitsschutz-Unterweisung;30.01.2025;12.03.2025;12.03.2025;Abgeschlossen;2;0,00 €;5
251531;189;K-003;Verhaltenskodex & Compliance;30.01.2025;17.03.2025;17.03.2025;abgeschlossen;1;0,00 €;
251975;245;K-003;Verhaltenskodex & Compliance;30.01.2025;14.02.2025;14.02.2025;abgeschlossen;1;0,00 €;4
251999;247;K-305;Projektmanagement Basis;30.01.2025;06.02.2025;07.02.2025;abgeschlossen;16;962,17 €;5
252374;296;K-003;Verhaltenskodex & Compliance;30.01.2025;20.02.2025;20.02.2025;abgeschlossen;1;0,00 €;2
252394;299;K-002;Arbeitsschutz-Unterweisung;30.01.2025;07.03.2025;07.03.2025;abgeschlossen;2;0,00 €;4
253282;409;K-003;Verhaltenskodex & Compliance;30.01.2025;19.03.2025;19.03.2025;abgeschlossen;1;0,00 €;2
251131;141;K-003;Verhaltenskodex & Compliance;31.01.2025;21.03.2025;21.03.2025;abgeschlossen;1;0,00 €;4
252199;274;K-002;Arbeitsschutz-Unterweisung;31.01.2025;27.03.2025;27.03.2025;abgeschlossen;2;0,00 €;4
250577;73;K-003;Verhaltenskodex & Compliance;01.02.2025;06.03.2025;06.03.2025;ABGESCHLOSSEN ;1;0,00 €;3
250927;117;K-002;Arbeitsschutz-Unterweisung;01.02.2025;02.04.2025;02.04.2025;abgeschlossen;2;0,00 €;
251537;190;K-002;Arbeitsschutz-Unterweisung;01.02.2025;20.03.2025;20.03.2025;abgeschlossen;2;0,00 €;
250750;95;K-002;Arbeitsschutz-Unterweisung;02.02.2025;11.03.2025;11.03.2025;abgeschlossen;2;0,00 €;
252727;342;K-103;KI im Arbeitsalltag;02.02.2025;24.03.2025;24.03.2025;abgeschlossen;4;0,00 €;
253035;380;K-003;Verhaltenskodex & Compliance;02.02.2025;01.04.2025;01.04.2025;abgeschlossen;1;0,00 €;3
250645;83;K-003;Verhaltenskodex & Compliance;03.02.2025;12.03.2025;12.03.2025;Abgeschlossen;1;0,00 €;5
250771;98;K-002;Arbeitsschutz-Unterweisung;03.02.2025;17.03.2025;17.03.2025;abgeschlossen;2;0,00 €;5
251144;143;K-002;Arbeitsschutz-Unterweisung;03.02.2025;12.02.2025;12.02.2025;abgeschlossen;2;0,00 €;
251679;206;K-203;Feedback & Mitarbeitergespräch;03.02.2025;18.03.2025;18.03.2025;storniert ;0;0,00 €;
252035;251;K-003;Verhaltenskodex & Compliance;03.02.2025;07.03.2025;07.03.2025;abgeschlossen;1;0,00 €;
252422;302;K-402;Erste Hilfe;03.02.2025;12.03.2025;12.03.2025;abgeschlossen;9;63,65 €;5
252428;303;K-402;Erste Hilfe;03.02.2025;02.04.2025;02.04.2025;abgeschlossen;9;65,39 €;5
252559;321;K-002;Arbeitsschutz-Unterweisung;03.02.2025;10.03.2025;10.03.2025;abgeschlossen;2;0,00 €;
250278;36;K-002;Arbeitsschutz-Unterweisung;04.02.2025;24.03.2025;24.03.2025;abgeschlossen;2;0,00 €;4
252794;351;K-003;Verhaltenskodex & Compliance;04.02.2025;03.04.2025;03.04.2025;abgeschlossen;1;0,00 €;4
253326;416;K-305;Projektmanagement Basis;04.02.2025;14.02.2025;15.02.2025;abgeschlossen;16;938,02 €;4
250517;66;K-002;Arbeitsschutz-Unterweisung;05.02.2025;28.03.2025;28.03.2025;abgeschlossen;2;0,00 €;3
250775;98;K-103;KI im Arbeitsalltag;05.02.2025;14.02.2025;14.02.2025;teilgenommen;4;0,00 €;
252334;291;K-106;SAP S/4 Anwendertraining;05.02.2025;03.04.2025;03.04.2025;abgeschlossen;8;0,00 €;5
250555;70;K-402;Erste Hilfe;06.02.2025;14.03.2025;14.03.2025;abgeschlossen;9;64,18 €;
251210;150;K-002;Arbeitsschutz-Unterweisung;06.02.2025;13.02.2025;13.02.2025;abgeschlossen;2;0,00 €;4
253166;395;K-101;Excel Aufbau;06.02.2025;18.02.2025;18.02.2025;abgeschlossen;4;279,78 €;3
253351;419;K-003;Verhaltenskodex & Compliance;06.02.2025;06.03.2025;06.03.2025;abgeschlossen;1;0,00 €;4
250376;48;K-002;Arbeitsschutz-Unterweisung;07.02.2025;07.04.2025;07.04.2025;abgeschlossen;2;0,00 €;3
251356;168;K-003;Verhaltenskodex & Compliance;07.02.2025;19.03.2025;19.03.2025;abgeschlossen;1;0,00 €;4
251805;222;K-002;Arbeitsschutz-Unterweisung;07.02.2025;28.03.2025;28.03.2025;abgeschlossen;2;0,00 €;
252670;334;K-102;Power BI Grundlagen;07.02.2025;24.03.2025;25.03.2025;abgeschlossen;16;904,11 €;4
252716;341;K-002;Arbeitsschutz-Unterweisung;07.02.2025;14.02.2025;14.02.2025;abgeschlossen;2;0,00 €;
252771;348;K-103;KI im Arbeitsalltag;07.02.2025;03.04.2025;03.04.2025;abgeschlossen;4;0,00 €;3
250142;19;K-002;Arbeitsschutz-Unterweisung;08.02.2025;05.03.2025;05.03.2025;Abgeschlossen;2;0,00 €;4
250551;70;K-003;Verhaltenskodex & Compliance;08.02.2025;28.02.2025;28.02.2025;abgeschlossen;1;0,00 €;
251164;145;K-303;Schweißtechnik Auffrischung;08.02.2025;26.03.2025;27.03.2025;abgeschlossen;16;748,62 €;5
251515;187;K-202;Konfliktgespräche führen;08.02.2025;26.02.2025;26.02.2025;abgeschlossen;8;698,31 €;5
252851;359;K-002;Arbeitsschutz-Unterweisung;08.02.2025;18.03.2025;18.03.2025;abgeschlossen;2;0,00 €;5
253231;404;K-001;Datenschutz-Grundlagen;08.02.2025;24.03.2025;24.03.2025;abgeschlossen;1;0,00 €;5
250531;68;K-001;Datenschutz-Grundlagen;09.02.2025;13.03.2025;13.03.2025;storniert;0;0,00 €;
251607;199;K-001;Datenschutz-Grundlagen;09.02.2025;04.03.2025;04.03.2025;abgeschlossen;1;0,00 €;3
252044;253;K-001;Datenschutz-Grundlagen;09.02.2025;28.03.2025;28.03.2025;abgeschlossen;1;0,00 €;
252442;304;K-304;Qualitätsmanagement ISO 9001;09.02.2025;03.04.2025;04.04.2025;No-Show;0;840,95 €;
252461;307;K-003;Verhaltenskodex & Compliance;09.02.2025;11.03.2025;11.03.2025;abgeschlossen;1;0,00 €;4
252601;325;K-001;Datenschutz-Grundlagen;09.02.2025;18.02.2025;18.02.2025;abgeschlossen;1;0,00 €;4
252984;373;K-003;Verhaltenskodex & Compliance;09.02.2025;03.04.2025;03.04.2025;abgeschlossen;1;0,00 €;3
253360;420;K-501;Business English B1;09.02.2025;27.02.2025;28.02.2025;storniert ;0;0,00 €;
250510;65;K-003;Verhaltenskodex & Compliance;10.02.2025;06.03.2025;06.03.2025;abgeschlossen;1;0,00 €;
250976;123;K-104;IT-Sicherheit für alle;10.02.2025;19.02.2025;19.02.2025;abgeschlossen;2;0,00 €;2
251651;203;K-003;Verhaltenskodex & Compliance;10.02.2025;06.03.2025;06.03.2025;abgeschlossen;1;0,00 €;4
252291;286;K-001;Datenschutz-Grundlagen;10.02.2025;07.03.2025;07.03.2025;abgeschlossen;1;0,00 €;
253056;382;K-101;Excel Aufbau;10.02.2025;09.04.2025;09.04.2025;Abgeschlossen;4;280,54 €;4
250151;20;K-003;Verhaltenskodex & Compliance;11.02.2025;01.04.2025;01.04.2025;abgeschlossen;1;0,00 €;3
250269;35;K-003;Verhaltenskodex & Compliance;11.02.2025;20.03.2025;20.03.2025;abgeschlossen;1;0,00 €;4
251352;168;K-001;Datenschutz-Grundlagen;11.02.2025;05.03.2025;05.03.2025;No-Show;0;0,00 €;
251599;198;K-002;Arbeitsschutz-Unterweisung;11.02.2025;19.02.2025;19.02.2025;abgeschlossen;2;0,00 €;5
251612;199;K-104;IT-Sicherheit für alle;11.02.2025;21.03.2025;21.03.2025;abgeschlossen;2;0,00 €;4
251677;206;K-003;Verhaltenskodex & Compliance;11.02.2025;01.04.2025;01.04.2025;abgeschlossen;1;0,00 €;3
252121;265;K-001;Datenschutz-Grundlagen;11.02.2025;14.03.2025;14.03.2025;ABGESCHLOSSEN ;1;0,00 €;3
252656;333;K-001;Datenschutz-Grundlagen;11.02.2025;28.02.2025;28.02.2025;abgeschlossen;1;0,00 €;
253103;388;K-002;Arbeitsschutz-Unterweisung;11.02.2025;27.03.2025;27.03.2025;abgeschlossen;2;0,00 €;
250148;20;K-002;Arbeitsschutz-Unterweisung;12.02.2025;03.04.2025;03.04.2025;abgeschlossen;2;0,00 €;5
251759;216;K-001;Datenschutz-Grundlagen;12.02.2025;24.02.2025;24.02.2025;abgeschlossen;1;0,00 €;
251759;216;K-001;Datenschutz-Grundlagen;12.02.2025;24.02.2025;24.02.2025;abgeschlossen;1;0,00 €;
252148;267;K-501;Business English B1;12.02.2025;20.03.2025;21.03.2025;abgeschlossen;20;538,73 €;
253047;382;K-001;Datenschutz-Grundlagen;12.02.2025;10.03.2025;10.03.2025;abgeschlossen;1;0,00 €;4
251252;154;K-502;Deutsch am Arbeitsplatz;13.02.2025;14.04.2025;15.04.2025;abgeschlossen;20;365,67 €;5
252878;362;K-104;IT-Sicherheit für alle;13.02.2025;21.03.2025;21.03.2025;No-Show;0;0,00 €;
250250;32;K-106;SAP S/4 Anwendertraining;14.02.2025;07.04.2025;07.04.2025;abgeschlossen;8;0,00 €;
251101;137;K-402;Erste Hilfe;14.02.2025;04.04.2025;04.04.2025;ABGESCHLOSSEN ;9;63,22 €;4
252386;298;K-002;Arbeitsschutz-Unterweisung;14.02.2025;11.04.2025;11.04.2025;abgeschlossen;2;0,00 €;4
253205;400;K-002;Arbeitsschutz-Unterweisung;14.02.2025;08.04.2025;08.04.2025;Abgeschlossen;2;0,00 €;4
250751;95;K-003;Verhaltenskodex & Compliance;15.02.2025;03.04.2025;03.04.2025;Abgeschlossen;1;0,00 €;5
251441;178;K-401;Staplerschein;15.02.2025;14.03.2025;15.03.2025;abgeschlossen;16;405,31 €;
251701;209;K-001;Datenschutz-Grundlagen;15.02.2025;13.03.2025;13.03.2025;abgeschlossen;1;0,00 €;3
253158;395;K-002;Arbeitsschutz-Unterweisung;15.02.2025;07.04.2025;07.04.2025;abgeschlossen;2;0,00 €;
250120;16;K-001;Datenschutz-Grundlagen;16.02.2025;28.03.2025;28.03.2025;abgeschlossen;1;0,00 €;3
252619;327;K-306;Verhandlungstraining Vertrieb;16.02.2025;17.04.2025;18.04.2025;abgeschlossen;16;1.956,82 €;4
252847;358;K-102;Power BI Grundlagen;16.02.2025;07.03.2025;08.03.2025;ABGESCHLOSSEN ;16;881,63 €;
253149;394;K-002;Arbeitsschutz-Unterweisung;16.02.2025;10.03.2025;10.03.2025;abgeschlossen;2;0,00 €;
250500;64;K-001;Datenschutz-Grundlagen;17.02.2025;11.04.2025;11.04.2025;abgeschlossen;1;0,00 €;
250715;91;K-001;Datenschutz-Grundlagen;17.02.2025;25.02.2025;25.02.2025;abgeschlossen;1;0,00 €;
250801;101;K-402;Erste Hilfe;17.02.2025;25.02.2025;25.02.2025;abgeschlossen;9;62,95 €;
251233;152;K-402;Erste Hilfe;17.02.2025;04.04.2025;04.04.2025;Abgeschlossen;9;67,50 €;2
251335;166;K-001;Datenschutz-Grundlagen;17.02.2025;14.03.2025;14.03.2025;abgeschlossen;1;0,00 €;
251923;238;K-003;Verhaltenskodex & Compliance;17.02.2025;03.03.2025;03.03.2025;abgeschlossen;1;0,00 €;4
252916;366;K-003;Verhaltenskodex & Compliance;17.02.2025;03.03.2025;03.03.2025;abgeschlossen;1;0,00 €;4
253147;394;K-001;Datenschutz-Grundlagen;17.02.2025;11.04.2025;11.04.2025;abgeschlossen;1;0,00 €;4
253294;411;K-003;Verhaltenskodex & Compliance;17.02.2025;10.04.2025;10.04.2025;abgeschlossen;1;0,00 €;
250343;44;K-003;Verhaltenskodex & Compliance;18.02.2025;26.03.2025;26.03.2025;Abgeschlossen;1;0,00 €;4
250720;91;K-401;Staplerschein;18.02.2025;28.02.2025;01.03.2025;abgeschlossen;16;420,86 €;5
251044;131;K-003;Verhaltenskodex & Compliance;18.02.2025;26.02.2025;26.02.2025;abgeschlossen;1;0,00 €;4
251093;137;K-001;Datenschutz-Grundlagen;18.02.2025;26.02.2025;26.02.2025;abgeschlossen;1;0,00 €;4
251717;211;K-001;Datenschutz-Grundlagen;18.02.2025;04.04.2025;04.04.2025;abgeschlossen;1;0,00 €;2
252690;336;K-307;Technischer Vertrieb Intensiv;18.02.2025;14.04.2025;16.04.2025;ABGESCHLOSSEN ;24;2.926,71 €;3
251879;231;K-003;Verhaltenskodex & Compliance;19.02.2025;09.04.2025;09.04.2025;abgeschlossen;1;0,00 €;3
252430;303;K-103;KI im Arbeitsalltag;19.02.2025;17.04.2025;17.04.2025;abgeschlossen;4;0,00 €;4
252660;333;K-003;Verhaltenskodex & Compliance;19.02.2025;03.03.2025;03.03.2025;abgeschlossen;1;0,00 €;
250537;68;K-003;Verhaltenskodex & Compliance;20.02.2025;14.04.2025;14.04.2025;abgeschlossen;1;0,00 €;3
250724;92;K-003;Verhaltenskodex & Compliance;20.02.2025;21.03.2025;21.03.2025;abgeschlossen;1;0,00 €;4
252237;279;K-002;Arbeitsschutz-Unterweisung;20.02.2025;13.03.2025;13.03.2025;abgeschlossen;2;0,00 €;
252561;321;K-003;Verhaltenskodex & Compliance;20.02.2025;14.04.2025;14.04.2025;abgeschlossen;1;0,00 €;4
252682;336;K-001;Datenschutz-Grundlagen;20.02.2025;02.04.2025;02.04.2025;abgeschlossen;1;0,00 €;4
253299;412;K-002;Arbeitsschutz-Unterweisung;21.02.2025;03.04.2025;03.04.2025;abgeschlossen;2;0,00 €;
251576;195;K-301;Lean Production;22.02.2025;11.03.2025;12.03.2025;Abgeschlossen;16;974,66 €;
251908;235;K-304;Qualitätsmanagement ISO 9001;22.02.2025;11.04.2025;12.04.2025;abgeschlossen;12;813,28 €;5
252703;339;K-001;Datenschutz-Grundlagen;22.02.2025;04.04.2025;04.04.2025;abgeschlossen;1;0,00 €;5
253185;398;K-002;Arbeitsschutz-Unterweisung;22.02.2025;03.03.2025;03.03.2025;teilgenommen;2;0,00 €;4
250443;55;K-001;Datenschutz-Grundlagen;23.02.2025;27.03.2025;27.03.2025;abgeschlossen;1;0,00 €;
251223;151;K-201;Führung Basis;23.02.2025;20.03.2025;22.03.2025;abgeschlossen;24;1.590,13 €;4
251932;239;K-305;Projektmanagement Basis;23.02.2025;11.04.2025;12.04.2025;abgeschlossen;16;904,09 €;4
252176;271;K-002;Arbeitsschutz-Unterweisung;23.02.2025;07.03.2025;07.03.2025;abgeschlossen;2;0,00 €;
252350;294;K-002;Arbeitsschutz-Unterweisung;23.02.2025;04.03.2025;04.03.2025;abgeschlossen;2;0,00 €;3
252493;311;K-307;Technischer Vertrieb Intensiv;23.02.2025;07.04.2025;09.04.2025;teilgenommen;22;2.792,08 €;3
250439;54;K-301;Lean Production;24.02.2025;02.04.2025;03.04.2025;abgeschlossen;16;1.014,04 €;4
250710;90;K-003;Verhaltenskodex & Compliance;24.02.2025;25.04.2025;25.04.2025;abgeschlossen;1;0,00 €;
251858;229;K-002;Arbeitsschutz-Unterweisung;24.02.2025;10.04.2025;10.04.2025;Abgeschlossen;2;0,00 €;
252207;275;K-002;Arbeitsschutz-Unterweisung;24.02.2025;06.03.2025;06.03.2025;abgeschlossen;2;0,00 €;3
252706;339;K-002;Arbeitsschutz-Unterweisung;24.02.2025;25.03.2025;25.03.2025;Abgeschlossen;2;0,00 €;4
252711;340;K-002;Arbeitsschutz-Unterweisung;24.02.2025;22.04.2025;22.04.2025;abgeschlossen;2;0,00 €;3
252110;263;K-003;Verhaltenskodex & Compliance;25.02.2025;17.03.2025;17.03.2025;Abgeschlossen;1;0,00 €;4
252114;264;K-001;Datenschutz-Grundlagen;25.02.2025;20.03.2025;20.03.2025;abgeschlossen;1;0,00 €;3
252271;283;K-002;Arbeitsschutz-Unterweisung;25.02.2025;17.03.2025;17.03.2025;Abgeschlossen;2;0,00 €;3
252471;309;K-001;Datenschutz-Grundlagen;25.02.2025;13.03.2025;13.03.2025;Storniert;0;0,00 €;
252471;309;K-001;Datenschutz-Grundlagen;25.02.2025;13.03.2025;13.03.2025;Storniert;0;0,00 €;
252835;357;K-002;Arbeitsschutz-Unterweisung;25.02.2025;24.03.2025;24.03.2025;abgeschlossen;2;0,00 €;4
252907;365;K-002;Arbeitsschutz-Unterweisung;25.02.2025;24.04.2025;24.04.2025;abgeschlossen;2;0,00 €;4
252961;370;K-102;Power BI Grundlagen;25.02.2025;24.04.2025;25.04.2025;abgeschlossen;16;907,88 €;4
253352;419;K-102;Power BI Grundlagen;25.02.2025;16.04.2025;17.04.2025;abgeschlossen;16;878,12 €;4
250494;63;K-002;Arbeitsschutz-Unterweisung;26.02.2025;10.04.2025;10.04.2025;abgeschlossen;2;0,00 €;3
251605;198;K-502;Deutsch am Arbeitsplatz;26.02.2025;22.04.2025;23.04.2025;storniert ;0;0,00 €;
252358;294;K-501;Business English B1;26.02.2025;16.04.2025;17.04.2025;ABGESCHLOSSEN ;20;567,22 €;
253049;382;K-002;Arbeitsschutz-Unterweisung;26.02.2025;22.04.2025;22.04.2025;abgeschlossen;2;0,00 €;3
250090;12;K-002;Arbeitsschutz-Unterweisung;27.02.2025;21.03.2025;21.03.2025;abgeschlossen;2;0,00 €;
250868;109;K-502;Deutsch am Arbeitsplatz;27.02.2025;06.03.2025;07.03.2025;storniert;0;0,00 €;
251023;129;K-003;Verhaltenskodex & Compliance;27.02.2025;03.04.2025;03.04.2025;abgeschlossen;1;0,00 €;5
252652;332;K-002;Arbeitsschutz-Unterweisung;27.02.2025;17.04.2025;17.04.2025;abgeschlossen;2;0,00 €;3
252920;366;K-105;Cloud-Architektur Zertifizierung;27.02.2025;24.04.2025;27.04.2025;abgeschlossen;32;2.534,00 €;
253154;394;K-101;Excel Aufbau;27.02.2025;27.03.2025;27.03.2025;abgeschlossen;8;303,91 €;4
250570;72;K-301;Lean Production;28.02.2025;17.03.2025;18.03.2025;Abgeschlossen;16;979,18 €;5
250841;106;K-304;Qualitätsmanagement ISO 9001;28.02.2025;28.03.2025;29.03.2025;storniert;0;0,00 €;
252158;268;K-304;Qualitätsmanagement ISO 9001;28.02.2025;26.03.2025;27.03.2025;Abgeschlossen;12;799,95 €;
